timestamp,source_device,protocol,url,action,application_name,application_category,bytes_sent,bytes_received,threat_count,malware_count,policy_name,url_category,url_super_category,ssl_cert_issuer,ssl_cert_subject,ssl_cert_validity_days,ssl_policy,ssl_action,user,department,src_ip,dst_ip,http_method,http_status,user_agent,referer,security_rule,security_device,security_action,content_type,file_name,file_type,file_size
2024-01-15 09:10:00,ZTNA-Gateway-01,HTTPS,https://github.com/microsoft/vscode,allowed,GitHub,Development,1536,8192,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.github.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,140.82.112.3,GET,200,Mozilla/5.0 (Windows NT 10.0),https://github.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:15:00,ZTNA-Gateway-01,HTTPS,https://quickbooks.intuit.com,allowed,QuickBooks,Finance,4096,16384,0,0,Standard_Policy,Finance,Business,DigiCert Inc,*.intuit.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,23.32.0.0,GET,200,Mozilla/5.0 (Windows NT 10.0),https://quickbooks.intuit.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:20:00,ZTNA-Gateway-01,HTTPS,https://linkedin.com/campaigns,allowed,LinkedIn_Ads,Advertising,3072,20480,0,0,Standard_Policy,Advertising,Social,LinkedIn,*.linkedin.com,365,SSL_Default,allow,emma.rodriguez,Marketing,192.168.1.107,13.107.42.14,GET,200,Mozilla/5.0 (Macintosh),https://linkedin.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:25:00,ZTNA-Gateway-01,HTTPS,https://zoom.us/meeting,allowed,Zoom,Video_Conferencing,2048,15360,0,0,Standard_Policy,Video_Conferencing,Communication,DigiCert Inc,*.zoom.us,365,SSL_Default,allow,james.chen,Sales,192.168.1.108,3.33.152.147,GET,200,Mozilla/5.0 (Windows NT 10.0),https://zoom.us,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:30:00,ZTNA-Gateway-01,HTTPS,https://stackoverflow.com/questions,allowed,Stack_Overflow,Development,1024,20480,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.stackoverflow.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://stackoverflow.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:35:00,ZTNA-Gateway-01,HTTPS,https://harbor.company.com/projects,allowed,Harbor,Development,6144,32768,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,david.lee,Engineering,192.168.1.106,10.0.0.1,GET,200,Mozilla/5.0 (Linux),https://harbor.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:40:00,ZTNA-Gateway-01,HTTPS,https://alice.johnson@company.com,allowed,Office_365,Cloud_Applications,1024,10240,0,0,Standard_Policy,Email,Productivity,Microsoft Corporation,*.office.com,180,SSL_Default,allow,alice.johnson,HR,192.168.1.101,40.101.23.45,POST,200,Mozilla/5.0 (Macintosh),https://outlook.office.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:45:00,ZTNA-Gateway-01,HTTPS,https://sonarqube.company.com/projects,allowed,SonarQube,Development,3072,20480,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,david.lee,Engineering,192.168.1.106,10.0.0.1,GET,200,Mozilla/5.0 (Linux),https://sonarqube.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:50:00,ZTNA-Gateway-01,HTTPS,https://linkedin.com/in/johnsmith,allowed,LinkedIn,Social_Media,512,15360,0,0,Standard_Policy,Social_Networking,Social,DigiCert Inc,*.linkedin.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,13.107.42.14,GET,200,Mozilla/5.0 (Windows NT 10.0),https://linkedin.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 09:55:00,ZTNA-Gateway-01,HTTPS,https://workday.com/employees,allowed,Workday,HR_Applications,2048,16384,0,0,Standard_Policy,Human_Resources,Business,DigiCert Inc,*.workday.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,23.32.0.0,GET,200,Mozilla/5.0 (Macintosh),https://workday.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:00:00,ZTNA-Gateway-01,HTTPS,https://amazon.com/dp/B08N5WRWNW,allowed,Amazon,Online_Shopping,3072,25600,0,0,Standard_Policy,Shopping,Commerce,Amazon,*.amazon.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,52.84.1.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://amazon.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:05:00,ZTNA-Gateway-01,HTTPS,https://bob.wilson@company.com,allowed,Office_365,Cloud_Applications,1536,12288,0,0,Standard_Policy,Email,Productivity,Microsoft Corporation,*.office.com,180,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,40.101.23.45,POST,200,Mozilla/5.0 (Windows NT 10.0),https://outlook.office.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:10:00,ZTNA-Gateway-01,HTTPS,https://canva.com/design,allowed,Canva,Design,6144,30720,0,0,Standard_Policy,Design,Business,DigiCert Inc,*.canva.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,151.101.193.69,GET,200,Mozilla/5.0 (Macintosh),https://canva.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:15:00,ZTNA-Gateway-01,HTTPS,https://jira.company.com/browse,allowed,Jira,Development,3072,18432,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://jira.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:20:00,ZTNA-Gateway-01,HTTPS,https://quickbooks.intuit.com/invoices,allowed,QuickBooks,Finance,4096,25600,0,0,Standard_Policy,Finance,Business,DigiCert Inc,*.intuit.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,23.32.0.0,GET,200,Mozilla/5.0 (Windows NT 10.0),https://quickbooks.intuit.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:25:00,ZTNA-Gateway-01,HTTPS,https://mike.davis@company.com,allowed,Office_365,Cloud_Applications,1536,12288,0,0,Standard_Policy,Email,Productivity,Microsoft Corporation,*.office.com,180,SSL_Default,allow,mike.davis,Sales,192.168.1.104,40.101.23.45,POST,200,Mozilla/5.0 (Windows NT 10.0),https://outlook.office.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:30:00,ZTNA-Gateway-01,HTTPS,https://salesforce.com/opportunities,allowed,Salesforce,CRM,4096,20480,0,0,Standard_Policy,CRM,Business,DigiCert Inc,*.salesforce.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,96.43.144.0,GET,200,Mozilla/5.0 (Windows NT 10.0),https://salesforce.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:35:00,ZTNA-Gateway-01,HTTPS,https://github.com/microsoft/azure,allowed,GitHub,Development,2048,16384,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.github.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,140.82.112.3,GET,200,Mozilla/5.0 (Windows NT 10.0),https://github.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:40:00,ZTNA-Gateway-01,HTTPS,https://workday.com/payroll,allowed,Workday,HR_Applications,3072,20480,0,0,Standard_Policy,Human_Resources,Business,DigiCert Inc,*.workday.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,23.32.0.0,GET,200,Mozilla/5.0 (Macintosh),https://workday.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:45:00,ZTNA-Gateway-01,HTTPS,https://figma.com/design,allowed,Figma,Design,4096,25600,0,0,Standard_Policy,Design,Business,DigiCert Inc,*.figma.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,151.101.193.69,GET,200,Mozilla/5.0 (Macintosh),https://figma.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:50:00,ZTNA-Gateway-01,HTTPS,https://docker.com/docs,allowed,Docker,Development,3072,20480,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.docker.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,13.107.42.14,GET,200,Mozilla/5.0 (Windows NT 10.0),https://docker.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 10:55:00,ZTNA-Gateway-01,HTTPS,https://quickbooks.intuit.com/reports,allowed,QuickBooks,Finance,3072,20480,0,0,Standard_Policy,Finance,Business,DigiCert Inc,*.intuit.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,23.32.0.0,GET,200,Mozilla/5.0 (Windows NT 10.0),https://quickbooks.intuit.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:00:00,ZTNA-Gateway-01,HTTPS,https://kubernetes.io/docs,allowed,Kubernetes,Development,4096,30720,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.kubernetes.io,365,SSL_Default,allow,john.smith,IT,192.168.1.100,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://kubernetes.io,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:05:00,ZTNA-Gateway-01,HTTPS,https://salesforce.com/accounts,allowed,Salesforce,CRM,4096,25600,0,0,Standard_Policy,CRM,Business,DigiCert Inc,*.salesforce.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,96.43.144.0,GET,200,Mozilla/5.0 (Windows NT 10.0),https://salesforce.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:10:00,ZTNA-Gateway-01,HTTPS,https://terraform.io/learn,allowed,Terraform,Development,2048,18432,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.terraform.io,365,SSL_Default,allow,john.smith,IT,192.168.1.100,140.82.112.3,GET,200,Mozilla/5.0 (Windows NT 10.0),https://terraform.io,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:15:00,ZTNA-Gateway-01,HTTPS,https://slack.com/channels,allowed,Slack,Communication,1536,12288,0,0,Standard_Policy,Communication,Communication,DigiCert Inc,*.slack.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,13.107.42.14,GET,200,Mozilla/5.0 (Windows NT 10.0),https://slack.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:20:00,ZTNA-Gateway-01,HTTPS,https://confluence.company.com/pages,allowed,Confluence,Documentation,2048,16384,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://confluence.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:25:00,ZTNA-Gateway-01,HTTPS,https://bitbucket.company.com/repos,allowed,Bitbucket,Development,3072,20480,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://bitbucket.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:30:00,ZTNA-Gateway-01,HTTPS,https://jenkins.company.com/job,allowed,Jenkins,Development,4096,25600,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://jenkins.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:35:00,ZTNA-Gateway-01,HTTPS,https://nexus.company.com/repository,allowed,Nexus,Development,2048,18432,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://nexus.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:40:00,ZTNA-Gateway-01,HTTPS,https://workday.com/benefits,allowed,Workday,HR_Applications,2048,18432,0,0,Standard_Policy,Human_Resources,Business,DigiCert Inc,*.workday.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,23.32.0.0,GET,200,Mozilla/5.0 (Macintosh),https://workday.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:45:00,ZTNA-Gateway-01,HTTPS,https://zoom.us/recordings,allowed,Zoom,Video_Conferencing,3072,20480,0,0,Standard_Policy,Video_Conferencing,Communication,DigiCert Inc,*.zoom.us,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,3.33.152.147,GET,200,Mozilla/5.0 (Windows NT 10.0),https://zoom.us,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:50:00,ZTNA-Gateway-01,HTTPS,https://jira.company.com/projects,allowed,Jira,Development,4096,25600,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://jira.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 11:55:00,ZTNA-Gateway-01,HTTPS,https://jira.company.com/boards,allowed,Jira,Development,3072,20480,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://jira.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 12:00:00,ZTNA-Gateway-01,HTTPS,https://jira.company.com/issues,allowed,Jira,Development,2048,18432,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://jira.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 12:05:00,ZTNA-Gateway-01,HTTPS,https://admin.company.com/login,blocked,Web_App,Web_Applications,30000,20000,0,0,Security_Policy,Administration,Technology,DigiCert Inc,*.company.com,365,SSL_Default,block,admin_user,IT,192.168.1.105,10.0.0.1,POST,401,curl/7.68.0,None,Admin_Access_Blocked,ZTNA,Blocked,text/html,None,None,0
2024-01-15 12:10:00,ZTNA-Gateway-01,HTTPS,https://admin.company.com/config,blocked,Web_App,Web_Applications,25000,15000,0,0,Security_Policy,Administration,Technology,DigiCert Inc,*.company.com,365,SSL_Default,block,admin_user,IT,192.168.1.105,10.0.0.1,GET,403,curl/7.68.0,None,Admin_Access_Blocked,ZTNA,Blocked,text/html,None,None,0
2024-01-15 12:15:00,ZTNA-Gateway-01,HTTPS,https://admin.company.com/users,blocked,Web_App,Web_Applications,20000,12000,0,0,Security_Policy,Administration,Technology,DigiCert Inc,*.company.com,365,SSL_Default,block,admin_user,IT,192.168.1.105,10.0.0.1,GET,403,curl/7.68.0,None,Admin_Access_Blocked,ZTNA,Blocked,text/html,None,None,0
2024-01-15 12:20:00,ZTNA-Gateway-01,HTTPS,https://phishing.fakebank.com/login,blocked,Web_App,Web_Applications,25000,15000,3,1,Security_Policy,Phishing,Technology,Self_Signed,fakebank.com,0,SSL_Default,block,attacker,None,192.168.1.200,198.51.100.67,POST,403,curl/7.68.0,None,Phishing_Blocked,ZTNA,Blocked,text/html,None,None,0
2024-01-15 12:25:00,ZTNA-Gateway-01,HTTPS,https://data-exfil.company.com/upload,blocked,Web_App,Web_Applications,100000,50000,2,0,Security_Policy,Data_Exfiltration,Technology,Self_Signed,data-exfil.company.com,0,SSL_Default,block,attacker,None,192.168.1.200,192.0.2.123,POST,403,curl/7.68.0,None,Data_Exfiltration_Blocked,ZTNA,Blocked,application/octet-stream,data.zip,zip,100000
2024-01-15 14:00:15,ZTNA-Gateway-01,HTTPS,https://slack.com/channels,allowed,Slack,Communication,1536,10240,0,0,Standard_Policy,Communication,Communication,DigiCert Inc,*.slack.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,52.84.1.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://slack.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:05:32,ZTNA-Gateway-01,HTTPS,https://notion.so/workspace,allowed,Notion,Productivity,2048,15360,0,0,Standard_Policy,Productivity,Business,DigiCert Inc,*.notion.so,365,SSL_Default,allow,john.smith,IT,192.168.1.100,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://notion.so,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:10:18,ZTNA-Gateway-01,HTTPS,https://figma.com/file,allowed,Figma,Design,3072,20480,0,0,Standard_Policy,Design,Business,DigiCert Inc,*.figma.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,151.101.193.69,GET,200,Mozilla/5.0 (Macintosh),https://figma.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:15:45,ZTNA-Gateway-01,HTTPS,https://trello.com/board,allowed,Trello,Productivity,1024,8192,0,0,Standard_Policy,Productivity,Business,DigiCert Inc,*.trello.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,151.101.193.69,GET,200,Mozilla/5.0 (Macintosh),https://trello.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:20:12,ZTNA-Gateway-01,HTTPS,https://asana.com/projects,allowed,Asana,Productivity,1536,12288,0,0,Standard_Policy,Productivity,Business,DigiCert Inc,*.asana.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://asana.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:25:38,ZTNA-Gateway-01,HTTPS,https://dropbox.com/files,allowed,Dropbox,Cloud_Storage,4096,25600,0,0,Standard_Policy,Cloud_Storage,Business,DigiCert Inc,*.dropbox.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://dropbox.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:30:21,ZTNA-Gateway-01,HTTPS,https://google.com/search,allowed,Google,Search,512,4096,0,0,Standard_Policy,Search,Technology,Google Trust Services,*.google.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:35:54,ZTNA-Gateway-01,HTTPS,https://youtube.com/watch,allowed,YouTube,Entertainment,2048,15360,0,0,Standard_Policy,Entertainment,Media,Google Trust Services,*.youtube.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://youtube.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:40:17,ZTNA-Gateway-01,HTTPS,https://calendar.google.com,allowed,Google_Calendar,Productivity,1024,8192,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,142.250.191.46,GET,200,Mozilla/5.0 (Macintosh),https://calendar.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:45:33,ZTNA-Gateway-01,HTTPS,https://drive.google.com/file,allowed,Google_Drive,Cloud_Storage,3072,20480,0,0,Standard_Policy,Cloud_Storage,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://drive.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:50:26,ZTNA-Gateway-01,HTTPS,https://meet.google.com/join,allowed,Google_Meet,Video_Conferencing,1536,10240,0,0,Standard_Policy,Video_Conferencing,Communication,Google Trust Services,*.google.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://meet.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 14:55:09,ZTNA-Gateway-01,HTTPS,https://docs.google.com/document,allowed,Google_Docs,Productivity,2048,15360,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,142.250.191.46,GET,200,Mozilla/5.0 (Macintosh),https://docs.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:00:42,ZTNA-Gateway-01,HTTPS,https://sheets.google.com/spreadsheet,allowed,Google_Sheets,Productivity,1536,12288,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://sheets.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:05:15,ZTNA-Gateway-01,HTTPS,https://slides.google.com/presentation,allowed,Google_Slides,Productivity,2048,15360,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,142.250.191.46,GET,200,Mozilla/5.0 (Macintosh),https://slides.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:10:38,ZTNA-Gateway-01,HTTPS,https://teams.microsoft.com/chat,allowed,Microsoft_Teams,Communication,3072,20480,0,0,Standard_Policy,Communication,Communication,Microsoft Corporation,*.teams.microsoft.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,40.101.23.45,GET,200,Mozilla/5.0 (Windows NT 10.0),https://teams.microsoft.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:15:21,ZTNA-Gateway-01,HTTPS,https://onedrive.live.com/files,allowed,OneDrive,Cloud_Storage,4096,25600,0,0,Standard_Policy,Cloud_Storage,Business,Microsoft Corporation,*.live.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,40.101.23.45,GET,200,Mozilla/5.0 (Macintosh),https://onedrive.live.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:20:54,ZTNA-Gateway-01,HTTPS,https://sharepoint.com/sites,allowed,SharePoint,Collaboration,2048,15360,0,0,Standard_Policy,Collaboration,Business,Microsoft Corporation,*.sharepoint.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,40.101.23.45,GET,200,Mozilla/5.0 (Windows NT 10.0),https://sharepoint.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:25:17,ZTNA-Gateway-01,HTTPS,https://word.office.com/document,allowed,Microsoft_Word,Productivity,1536,12288,0,0,Standard_Policy,Productivity,Business,Microsoft Corporation,*.office.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,40.101.23.45,GET,200,Mozilla/5.0 (Windows NT 10.0),https://word.office.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:30:43,ZTNA-Gateway-01,HTTPS,https://excel.office.com/spreadsheet,allowed,Microsoft_Excel,Productivity,2048,15360,0,0,Standard_Policy,Productivity,Business,Microsoft Corporation,*.office.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,40.101.23.45,GET,200,Mozilla/5.0 (Macintosh),https://excel.office.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:35:26,ZTNA-Gateway-01,HTTPS,https://powerpoint.office.com/presentation,allowed,Microsoft_PowerPoint,Productivity,1536,12288,0,0,Standard_Policy,Productivity,Business,Microsoft Corporation,*.office.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,40.101.23.45,GET,200,Mozilla/5.0 (Windows NT 10.0),https://powerpoint.office.com,None,ZTNA,None,text/html,None,None,0
